,target
313,5.72383129613263
314,6.287769437874886
315,5.68797749766054
316,-2.754791110575752
317,-2.7454269113040937
318,-2.7430993216657953
319,-7.082630334067289
320,6.400483374096439
321,6.267506229914943
322,-7.111127562233378
323,-7.084957923705588
324,-7.111127562233378
325,-7.070508243510631
326,5.731921991848139
327,5.784347307015196
328,-7.08457489832108
329,-7.082630334067289
330,-7.0497785828720225
331,5.763070003644316
332,-7.052593285648982
333,-7.111127562233378
334,-7.083577312494526
335,5.752487733339876
336,5.720506120667778
337,-7.082630334067289
338,6.374652865799362
339,6.520134915253948
340,5.691302673125392
341,-7.086902487959378
342,-7.084957923705588
343,6.624660965235307
344,-7.111127562233378
345,-6.470795103721684
346,5.721503706494332
347,-2.741718710454734
348,-7.076741839724491
349,-2.7561717217868136
350,5.722450684921569
351,-7.111127562233378
352,5.756195934189236
353,-2.741718710454734
354,-7.084957923705588
355,5.756683047327897
356,-7.208842785033994
357,-7.084957923705588
358,-6.523606186523466
359,-2.7454269113040937
360,5.953000481958952
361,-7.078275811038111
362,5.72012309528327
363,5.72012309528327
364,5.763070003644316
365,5.724154424320659
366,-7.052106172510321
367,-2.7430993216657953
368,5.720506120667778
369,5.763070003644316
370,5.598182798208654
371,5.72012309528327
372,-2.754791110575752
373,-7.113072126487168
374,6.432134150285492
375,-7.086902487959378
376,-7.086902487959378
377,-2.754791110575752
378,-7.084957923705588
379,-7.052106172510321
380,-7.113072126487168
381,5.72012309528327
382,-6.39505612701214
383,5.722450684921569
384,6.360774128805133
385,5.691302673125392
386,-7.081249722856228
387,-7.084957923705588
388,-7.111127562233378
389,5.72012309528327
390,-7.112508173444439
391,5.72012309528327
392,5.691302673125392
393,-7.111127562233378
394,-7.084957923705588
395,5.953000481958952
396,5.7553024361168355
397,-6.450758740678793
398,-7.082630334067289
399,5.691302673125392
400,-6.819183114932457
401,-7.4036407177245565
402,5.481160953486324
403,-6.485612609767486
404,-6.455734770390336
405,-6.42707833318309
406,5.481543978870832
407,5.452340531328446
408,-5.754047584394357
409,-6.461387535493486
410,-6.4463739022558
411,5.452340531328446
412,-6.455734770390336
413,5.51352559154293
414,-6.459442971239696
415,6.117426809001699
416,-6.459059945855188
417,6.137510071732322
418,-6.199202886893545
419,-5.737683187466246
420,5.716406606710734
421,-6.4571153816013975
422,5.515853181181228
423,5.360601267622769
424,-6.485612609767486
425,-6.418823652516949
426,-6.459059945855188
427,5.682361375182154
428,5.5140127046815905
429,5.481543978870832
430,5.483488543124622
431,-6.4581337358049495
432,5.484705169385052
433,-2.6444805759492738
434,-6.4869932209785475
435,-6.457679334644126
436,5.483488543124622
437,-6.415115451667589
438,-6.485612609767486
439,-6.455734770390336
440,5.481160953486324
441,5.479216389232533
442,-6.199202886893545
443,-5.845239474345362
444,-6.458062360028634
445,-6.459442971239696
446,-2.653844775220932
447,-6.418823652516949
448,-2.6552253864319937
449,-6.4571153816013975
450,5.452340531328446
451,-6.415115451667589
452,5.481160953486324
453,-6.4571153816013975
454,-2.6444805759492738
455,-6.4571153816013975
456,5.481543978870832
457,-6.485612609767486
458,-2.640772375099914
459,5.481160953486324
460,-6.485612609767486
461,-2.6444805759492738
462,5.516340294319889
463,5.521780272209071
464,-6.45324797171088
465,5.479216389232533
466,-6.455734770390336
467,-6.461387535493486
468,-6.4869932209785475
469,5.5140127046815905
470,-6.4869932209785475
471,5.492959850051193
472,5.452340531328446
473,-6.458062360028634
474,5.481160953486324
475,-6.459442971239696
476,-6.477396525786389
477,-6.455734770390336
478,6.051694804458748
479,5.682361375182154
480,-5.859118211339592
481,-6.451226887258599
482,6.137510071732322
483,-2.653844775220932
484,-6.458062360028634
485,-6.485612609767486
486,6.016315032980856
487,5.481543978870832
488,-6.4869932209785475
489,6.118807420212761
490,5.482924590081893
491,5.480597000443595
492,6.016985391999697
493,6.1398376613706205
494,-6.199202886893545
495,5.484869154335684
496,5.460556615309542
497,-6.460006924282425
498,-6.41649606287865
499,-6.461387535493486
500,5.452340531328446
501,6.130714597520637
502,-6.4869932209785475
503,-6.45324797171088
504,5.452340531328446
505,-6.418823652516949
506,-5.786811872991166
507,-6.485612609767486
508,5.482541564697385
509,5.481160953486324
510,-6.459059945855188
511,5.492959850051193
512,-6.459442971239696
513,5.484869154335684
514,6.048847972988369
515,5.450395967074655
516,-6.485612609767486
517,-6.458062360028634
518,-2.6444805759492738
519,-6.4869932209785475
520,6.117426809001699
521,6.150525062103043
522,-6.485612609767486
523,-6.455734770390336
524,-6.459442971239696
525,-6.444993291044739
526,5.5231608834201324
527,5.545385165218249
528,-6.488937785232338
529,-6.459442971239696
530,-6.424263630406131
531,5.524107861847369
532,-6.42707833318309
533,-6.485612609767486
534,-6.485612609767486
535,5.51352559154293
536,5.450395967074655
537,-6.485612609767486
538,6.135731400912846
539,6.1156704482909845
540,5.484869154335684
541,-6.461387535493486
542,-6.459442971239696
543,6.220196498272344
544,-6.485612609767486
545,-5.845239474345362
546,5.482541564697385
547,-2.6421529863109754
548,-6.448899297620301
549,-2.6421529863109754
550,5.483488543124622
551,-6.58000265710325
552,5.484705169385052
553,-2.6444805759492738
554,-6.455734770390336
555,5.5140127046815905
556,-6.459059945855188
557,-6.459442971239696
558,-5.882120454562028
559,-2.653844775220932
560,5.682361375182154
561,-6.452760858572219
562,5.482541564697385
563,5.481160953486324
564,5.524107861847369
565,5.4851922825237125
566,-6.426591220044429
567,-2.6552253864319937
568,5.481543978870832
569,5.521780272209071
570,5.452340531328446
571,5.481160953486324
572,-2.653844775220932
573,-6.457679334644126
574,6.196920886248336
575,-6.461387535493486
576,-6.461387535493486
577,-2.6552253864319937
578,-6.459442971239696
579,-6.424263630406131
580,-6.488937785232338
581,5.484869154335684
582,-5.786811872991166
583,5.481160953486324
584,6.121852663918617
585,5.450959920117384
586,-6.485612609767486
587,-6.459442971239696
588,-6.485612609767486
589,5.481160953486324
590,-6.485612609767486
591,5.481160953486324
592,5.452340531328446
593,-6.455734770390336
594,-6.459442971239696
595,5.717787217921796
596,5.5140127046815905
597,-5.825203111302471
598,-6.4571153816013975
599,5.452340531328446
600,-6.8215107045707555
601,-7.433518557101706
602,5.481160953486324
603,-6.485612609767486
604,-6.455734770390336
605,-6.42707833318309
606,5.482924590081893
607,5.452340531328446
608,-5.762756841862938
609,-6.461387535493486
610,-6.41649606287865
611,-6.485612609767486
612,-6.485612609767486
613,5.51352559154293
614,-6.4571153816013975
615,6.161561909209922
616,-6.488937785232338
617,6.137510071732322
618,-6.199202886893545
619,-5.735355597827947
620,5.715459628283497
621,-6.459442971239696
622,5.515853181181228
623,5.450959920117384
624,-6.485612609767486
625,-6.418823652516949
626,-6.459059945855188
627,5.682361375182154
628,5.5140127046815905
629,-2.6421529863109754
630,5.452340531328446
631,-6.456753124593888
632,5.484705169385052
633,-2.6444805759492738
634,-6.4869932209785475
635,-6.459059945855188
636,5.452340531328446
637,-6.415115451667589
638,-6.485612609767486
639,-6.458062360028634
640,5.481160953486324
641,5.479216389232533
642,-6.199202886893545
643,-5.845239474345362
644,-6.458062360028634
645,-6.459442971239696
646,-2.653844775220932
647,-6.418823652516949
648,-2.6552253864319937
649,-6.455734770390336
650,5.452340531328446
651,-6.418823652516949
652,5.452340531328446
653,-6.459442971239696
654,-2.6444805759492738
655,-6.4869932209785475
656,5.479216389232533
657,-6.485612609767486
658,-2.6444805759492738
659,5.483488543124622
660,-6.485612609767486
661,-2.640772375099914
662,5.4851922825237125
663,5.521780272209071
664,-6.45324797171088
665,5.482924590081893
666,-6.485612609767486
667,-6.461387535493486
668,-6.4869932209785475
669,5.5140127046815905
670,-6.4869932209785475
671,5.492959850051193
672,5.482541564697385
673,-6.455734770390336
674,5.481160953486324
675,-6.459442971239696
676,-6.477396525786389
677,-6.458062360028634
678,6.016184014230021
679,5.682361375182154
680,-5.859118211339592
681,-6.451226887258599
682,6.137510071732322
683,-2.653844775220932
684,-6.458062360028634
685,-6.485612609767486
686,6.016315032980856
687,5.449015355863594
688,-6.485612609767486
689,6.118807420212761
690,5.450395967074655
691,-2.6444805759492738
692,6.016985391999697
693,6.10579242984204
694,-6.182838489965434
695,5.484869154335684
696,5.460556615309542
697,-6.460006924282425
698,-6.415115451667589
699,-6.461387535493486
700,5.452340531328446
701,6.130714597520637
702,-6.459442971239696
703,-6.454628582921941
704,5.452340531328446
705,-6.418823652516949
706,-5.771828087274116
707,-6.485612609767486
708,5.482541564697385
709,5.481160953486324
710,-6.459059945855188
711,5.492959850051193
712,-6.459442971239696
713,5.483488543124622
714,6.048847972988369
715,5.450395967074655
716,-6.485612609767486
717,-6.458062360028634
718,-2.6444805759492738
719,-6.4869932209785475
720,6.118807420212761
721,6.150525062103043
722,-6.485612609767486
723,-6.455734770390336
724,-6.459442971239696
725,-6.444993291044739
726,5.521780272209071
727,5.545385165218249
728,-6.488937785232338
729,-6.459442971239696
730,-6.424263630406131
731,5.524107861847369
732,-6.42707833318309
733,-6.485612609767486
734,-6.455734770390336
735,5.51352559154293
736,5.450395967074655
737,-6.455734770390336
738,6.135731400912846
739,6.1156704482909845
740,5.484869154335684
741,-6.461387535493486
742,-6.459442971239696
743,6.220196498272344
744,-6.485612609767486
745,-5.845239474345362
746,5.482541564697385
747,-2.653844775220932
748,-6.451226887258599
749,-2.653844775220932
750,5.481160953486324
751,-6.459442971239696
752,5.484705169385052
753,-2.6444805759492738
754,-6.455734770390336
755,5.5140127046815905
756,-2.6421529863109754
757,-6.459442971239696
758,-5.879792864923729
759,-2.653844775220932
760,5.682361375182154
761,-6.452760858572219
762,5.481160953486324
763,5.483488543124622
764,5.521780272209071
765,5.4851922825237125
766,-6.426591220044429
767,-2.6421529863109754
768,5.481543978870832
769,5.521780272209071
770,5.452340531328446
771,5.481160953486324
772,-2.653844775220932
773,-6.487557174021276
774,6.193212685398976
775,-6.459059945855188
776,-6.459059945855188
777,-2.653844775220932
778,-6.459442971239696
779,-6.424263630406131
780,-6.488937785232338
781,5.483488543124622
782,-5.768119886424756
783,5.481160953486324
784,6.121852663918617
785,5.450959920117384
786,-6.485612609767486
787,-6.458062360028634
788,-6.485612609767486
789,5.481160953486324
790,-6.485612609767486
791,5.481160953486324
792,5.450959920117384
793,-6.485612609767486
794,-6.455734770390336
795,5.682361375182154
796,5.5140127046815905
797,-5.82753070094077
798,-6.4571153816013975
799,5.452340531328446
800,-6.8215107045707555
801,-7.407348918573916
802,5.481160953486324
803,-6.485612609767486
804,-6.458062360028634
805,-6.42337013233373
806,5.481160953486324
807,5.452340531328446
808,-5.762756841862938
809,-6.461387535493486
810,-6.444993291044739
811,5.452340531328446
812,-6.485612609767486
813,5.51352559154293
814,-6.4571153816013975
815,6.150525062103043
816,-6.488937785232338
817,6.137510071732322
818,-6.199202886893545
819,-6.1805109003271355
820,5.715459628283497
821,-6.459442971239696
822,5.515853181181228
823,5.483488543124622
824,-6.485612609767486
825,-6.418823652516949
826,-6.487557174021276
827,5.717787217921796
828,5.5140127046815905
829,5.482924590081893
830,5.484869154335684
831,-6.456753124593888
832,5.484705169385052
833,-2.6444805759492738
834,-6.4869932209785475
835,-6.459059945855188
836,5.452340531328446
837,-6.417443041305887
838,-6.485612609767486
839,-6.455734770390336
840,5.481160953486324
841,5.479216389232533
842,-6.199202886893545
843,-5.840426224773182
844,-6.485612609767486
845,-6.459442971239696
846,-2.653844775220932
847,-6.418823652516949
848,-2.6552253864319937
849,-6.4571153816013975
850,5.452340531328446
851,-6.418823652516949
852,5.452340531328446
853,-6.459442971239696
854,-2.6444805759492738
855,-6.485612609767486
856,5.479216389232533
857,-6.485612609767486
858,-2.6444805759492738
859,5.481160953486324
860,-6.485612609767486
861,-2.640772375099914
862,5.4851922825237125
863,5.521780272209071
864,-6.45324797171088
865,5.480597000443595
866,-6.485612609767486
867,-2.6444805759492738
868,-6.4571153816013975
869,5.5140127046815905
870,-6.4869932209785475
871,5.492959850051193
872,5.482541564697385
873,-6.455734770390336
874,5.481160953486324
875,-6.459442971239696
876,-6.477396525786389
877,-6.458062360028634
878,6.016184014230021
879,5.682361375182154
880,-5.859118211339592
881,-6.458062360028634
882,6.137510071732322
883,-2.653844775220932
884,-6.459442971239696
885,-6.485612609767486
886,6.016315032980856
887,5.449015355863594
888,-6.4869932209785475
889,6.161495043508694
890,5.450395967074655
891,-2.6444805759492738
892,6.016985391999697
893,6.1601144322976324
894,-6.181891511538197
895,5.452340531328446
896,5.460556615309542
897,-2.640772375099914
898,-6.418823652516949
899,-6.461387535493486
900,5.452340531328446
901,6.130714597520637
902,-6.459442971239696
903,-6.454628582921941
904,5.450959920117384
905,-6.42707833318309
906,-5.769500497635818
907,-6.485612609767486
908,5.484869154335684
909,5.481160953486324
910,-6.459059945855188
911,5.492959850051193
912,-6.459442971239696
913,5.484869154335684
914,6.048847972988369
915,5.450395967074655
916,-6.485612609767486
917,-6.458062360028634
918,-2.6444805759492738
919,-6.485612609767486
920,6.154233262952403
921,6.150525062103043
922,-6.459442971239696
923,-6.485612609767486
924,-6.459442971239696
925,-6.452760858572219
926,5.5231608834201324
927,5.545385165218249
928,-6.487557174021276
929,-6.459442971239696
930,-6.426591220044429
931,5.524107861847369
932,-6.134623953863411
933,-6.485612609767486
934,-6.458062360028634
935,5.51352559154293
936,-2.6552253864319937
937,-6.485612609767486
938,6.135731400912846
939,6.1156704482909845
940,5.484869154335684
941,-6.461387535493486
942,-6.459442971239696
943,6.220196498272344
944,-6.485612609767486
945,-5.845239474345362
946,5.482541564697385
947,-2.653844775220932
948,-6.451226887258599
949,-2.6421529863109754
950,5.484869154335684
951,-6.459442971239696
952,5.484705169385052
953,-2.6444805759492738
954,-6.485612609767486
955,5.5140127046815905
956,-2.6421529863109754
957,-6.459442971239696
958,-5.879792864923729
959,-2.653844775220932
960,5.717787217921796
961,-6.452760858572219
962,5.482541564697385
963,5.481160953486324
964,5.521780272209071
965,5.4851922825237125
966,-6.426591220044429
967,-2.6444805759492738
968,5.481543978870832
969,5.521780272209071
970,5.452340531328446
971,5.481160953486324
972,-2.6421529863109754
973,-6.487557174021276
974,6.193212685398976
975,-6.488937785232338
976,-6.459059945855188
977,-2.653844775220932
978,-6.459442971239696
979,-6.424263630406131
980,-6.487557174021276
981,5.481160953486324
982,-5.786811872991166
983,5.481160953486324
984,6.121852663918617
985,5.452340531328446
986,-6.485612609767486
987,-6.458062360028634
988,-6.485612609767486
989,5.481160953486324
990,-6.485612609767486
991,5.481160953486324
992,5.450959920117384
993,-6.452760858572219
994,-6.458062360028634
995,5.682361375182154
996,5.5140127046815905
997,-5.82753070094077
998,-6.4869932209785475
999,5.452340531328446
1000,-6.817852560140636
1001,-7.403690774143797
1002,5.487146687554741
1003,-6.481954465337367
1004,-6.455784826809577
1005,-6.423420188752971
1006,5.484819097916443
1007,5.455998675758565
1008,-5.759098697432819
1009,-6.457729391063367
1010,-6.44133514661462
1011,-6.481954465337367
1012,-6.481954465337367
1013,5.517183735973049
1014,-6.483335076548428
1015,6.154183206533162
1016,-6.485279640802219
1017,6.141168216162441
1018,-6.195544742463426
1019,-6.195544742463426
1020,5.717737161502555
1021,-6.455784826809577
1022,5.519511325611347
1023,5.454618064547503
1024,-6.481954465337367
1025,-6.41145730723747
1026,-6.483899029591157
1027,5.717737161502555
1028,5.48746981574277
1029,-2.6408224315191546
1030,5.455998675758565
1031,-6.453094980163769
1032,5.488363313815171
1033,-2.6408224315191546
1034,-6.481954465337367
1035,-6.457729391063367
1036,5.455998675758565
1037,-6.4151655080868295
1038,-6.481954465337367
1039,-6.481954465337367
1040,5.484819097916443
1041,5.4828745336626525
1042,-5.76047930864388
1043,-5.837202374686058
1044,-6.481954465337367
1045,-6.455784826809577
1046,-2.650186630790813
1047,-6.4151655080868295
1048,-6.485279640802219
1049,-6.481954465337367
1050,5.488527298765803
1051,-6.4151655080868295
1052,5.455998675758565
1053,-6.455784826809577
1054,-2.6408224315191546
1055,-6.481954465337367
1056,5.4828745336626525
1057,-6.481954465337367
1058,-2.6408224315191546
1059,5.484819097916443
1060,-6.481954465337367
1061,-2.650186630790813
1062,5.488850426953832
1063,5.52543841663919
1064,-6.465853991868244
1065,5.4540541115047745
1066,-6.452076625960217
1067,-6.457729391063367
1068,-6.483335076548428
1069,5.51767084911171
1070,-6.453457237171278
1071,5.496617994481312
1072,5.486199709127504
1073,-6.481954465337367
1074,5.484819097916443
1075,-6.453457237171278
1076,-6.47373838135627
1077,-6.452076625960217
1078,6.01984215866014
1079,5.717737161502555
1080,-5.8554600669094725
1081,-6.44386054197912
1082,6.141168216162441
1083,-2.650186630790813
1084,-6.455784826809577
1085,-6.481954465337367
1086,6.019973177410975
1087,5.452673500293713
1088,-6.483335076548428
1089,6.165153187938813
1090,-2.637114230669795
1091,-2.6408224315191546
1092,6.020643536429816
1093,6.163772576727752
1094,-6.180560956746376
1095,5.455998675758565
1096,5.4642147597396615
1097,-6.483899029591157
1098,-6.180560956746376
1099,-6.455784826809577
1100,5.455998675758565
1101,6.134372741950756
1102,-6.453457237171278
1103,-6.449589827280761
1104,5.455998675758565
1105,-6.422039577541909
1106,-5.765842353205699
1107,-6.453457237171278
1108,5.455998675758565
1109,5.486199709127504
1110,-6.457729391063367
1111,5.496617994481312
1112,-6.455784826809577
1113,5.455998675758565
1114,6.125510808348736
1115,5.4540541115047745
1116,-6.481954465337367
1117,-6.454404215598515
1118,-2.6408224315191546
1119,-6.481954465337367
1120,6.12246556464288
1121,6.154183206533162
1122,-6.455784826809577
1123,-6.483335076548428
1124,-6.455784826809577
1125,-6.44133514661462
1126,5.526819027850252
1127,5.5490433096483684
1128,-6.483899029591157
1129,-6.455784826809577
1130,-6.4206054859760116
1131,5.5277660062774885
1132,-6.130965809433292
1133,-6.481954465337367
1134,-6.452076625960217
1135,5.517183735973049
1136,-2.650186630790813
1137,-6.453457237171278
1138,6.139389545342965
1139,6.119328592721104
1140,5.486199709127504
1141,-6.457729391063367
1142,-6.455784826809577
1143,6.224288937045458
1144,-6.481954465337367
1145,-5.841581329915243
1146,5.488527298765803
1147,-2.637114230669795
1148,-6.44756874282848
1149,-2.650186630790813
1150,5.484819097916443
1151,-6.453457237171278
1152,5.488363313815171
1153,-2.6408224315191546
1154,-6.452076625960217
1155,5.49303518189754
1156,-2.650186630790813
1157,-6.455784826809577
1158,-5.8784623101319085
1159,-2.650186630790813
1160,5.721445362351915
1161,-6.4491027141421
1162,5.484819097916443
1163,5.487146687554741
1164,5.52543841663919
1165,5.488850426953832
1166,-6.4215524644032485
1167,-2.6408224315191546
1168,5.4828745336626525
1169,5.52543841663919
1170,5.455998675758565
1171,5.484819097916443
1172,-2.6408224315191546
1173,-6.483899029591157
1174,6.196870829829095
1175,-6.483899029591157
1176,-6.457729391063367
1177,-2.650186630790813
1178,-6.455784826809577
1179,-6.42293307561431
1180,-6.483899029591157
1181,5.484819097916443
1182,-5.783153728561047
1183,5.484819097916443
1184,6.125510808348736
1185,5.455998675758565
1186,-6.481954465337367
1187,-6.454404215598515
1188,-6.481954465337367
1189,5.484819097916443
1190,-6.481954465337367
1191,5.484819097916443
1192,5.455998675758565
1193,-6.4491027141421
1194,-6.454404215598515
1195,5.686019519612273
1196,5.51767084911171
1197,-5.825651227330127
1198,-6.483335076548428
1199,5.455998675758565
1200,-6.817852560140636
1201,-7.403690774143797
1202,5.487146687554741
1203,-6.481954465337367
1204,-6.455784826809577
1205,-6.423420188752971
1206,5.484819097916443
1207,5.455998675758565
1208,-5.759098697432819
1209,-6.456348779852306
1210,-6.44133514661462
1211,-6.481954465337367
1212,-6.481954465337367
1213,5.517183735973049
1214,-6.483335076548428
1215,6.162892464001743
1216,-6.485279640802219
1217,6.141168216162441
1218,-6.195544742463426
1219,-5.750389439964238
1220,5.719117772713616
1221,-6.455784826809577
1222,5.517183735973049
1223,5.454618064547503
1224,-6.481954465337367
1225,-6.41145730723747
1226,-6.483899029591157
1227,5.717737161502555
1228,5.48746981574277
1229,-2.6408224315191546
1230,5.455998675758565
1231,-6.482972819540919
1232,5.488363313815171
1233,-2.6408224315191546
1234,-6.481954465337367
1235,-6.457729391063367
1236,5.455998675758565
1237,-6.4151655080868295
1238,-6.481954465337367
1239,-6.454404215598515
1240,5.484819097916443
1241,5.4828745336626525
1242,-5.759098697432819
1243,-5.839095669981361
1244,-6.481954465337367
1245,-6.455784826809577
1246,-2.650186630790813
1247,-6.4151655080868295
1248,-6.455401801425069
1249,-6.481954465337367
1250,5.486199709127504
1251,-6.4151655080868295
1252,5.4540541115047745
1253,-6.455784826809577
1254,-2.6408224315191546
1255,-6.481954465337367
1256,5.4828745336626525
1257,-6.481954465337367
1258,-6.457729391063367
1259,5.484819097916443
1260,-6.481954465337367
1261,-2.650186630790813
1262,5.519051460322771
1263,5.526819027850252
1264,-6.464473380657182
1265,5.4540541115047745
1266,-6.481954465337367
1267,-6.457729391063367
1268,-6.483335076548428
1269,5.51767084911171
1270,-6.483335076548428
1271,5.496617994481312
1272,5.488527298765803
1273,-6.452076625960217
1274,5.484819097916443
1275,-6.453457237171278
